wikigene_name,ELT2_cluster_name,rna_cluster_name
nhr-102,Increasing,Embryonic
fndc-1,Not_Bound,Embryonic
T06E4.7,Not_Bound,Embryonic
fbxa-135,Not_Bound,Embryonic
T06G6.3,Not_Bound,Embryonic
T07A9.10,Not_Bound,Embryonic
kgb-1,L3_High,Embryonic
ttr-46,Increasing,Larval
mam-5,Not_Bound,Embryonic
umps-1,Increasing,Larval
spp-1,Increasing,Larval
ttr-15,Not_Bound,Embryonic
mev-1,Not_Bound,Larval
T07D3.4,Increasing,Embryonic
T07D3.4,Increasing,Embryonic
T07D4.2,Not_Bound,Larval
T07E3.3,L3_High,Larval
T07F12.4,Increasing,Embryonic
T07F12.4,L3_High,Embryonic
npr-31,Not_Bound,Embryonic
bath-47,Increasing,Embryonic
bath-46,Larval,Larval
math-38,Increasing,Larval
math-38,Larval,Larval
spp-6,Increasing,Embryonic
spp-2,Not_Bound,Larval
ttr-30,L3_High,Embryonic
spp-3,Larval,Larval
spp-3,Larval,Larval
spp-4,Increasing,Larval
spp-5,Larval,Larval
spp-5,Larval,Larval
spp-5,Larval,Larval
T08B1.1,Larval,Larval
T08B1.1,Increasing,Larval
T08B1.1,Increasing,Larval
alh-5,L3_High,Embryonic
alh-5,Increasing,Embryonic
acs-3,Not_Bound,Embryonic
rps-17,L3_High,Larval
rps-17,Increasing,Larval
T08B2.11,Not_Bound,Adult
ech-1.2,L3_High,Larval
ech-1.2,L3_High,Larval
T08D2.5,Not_Bound,Adult
math-40,Increasing,Larval
math-41,Larval,Embryonic
math-41,Increasing,Embryonic
math-41,Larval,Embryonic
T08G11.3,Not_Bound,Embryonic
acdh-10,Increasing,Larval
acdh-10,Increasing,Larval
mtl-2,Increasing,Larval
exc-15,Increasing,Larval
exc-15,Increasing,Larval
exc-15,L3_High,Larval
gpx-6,Increasing,Embryonic
serp-1.2,Not_Bound,Embryonic
T09B4.4,Increasing,Embryonic
T10B10.4,Not_Bound,Embryonic
T10B10.8,Not_Bound,Larval
pcbd-1,Not_Bound,Embryonic
cerk-1,Not_Bound,Embryonic
T10B11.5,Increasing,Embryonic
T10B11.5,Increasing,Embryonic
cct-7,Not_Bound,Larval
T10B5.7,L3_High,Larval
T10B5.7,Increasing,Larval
gut-2,L3_High,Adult
cpr-3,Larval,Larval
cpr-3,Larval,Larval
pmp-5,Larval,Larval
pmp-5,Increasing,Larval
T11B7.2,Increasing,Embryonic
aat-6,Increasing,Adult
aat-6,Increasing,Adult
bcas-2,Not_Bound,Adult
T12B3.2,Increasing,Larval
fbxa-51,L3_High,Larval
fbxa-60,Increasing,Larval
fbxa-60,Increasing,Larval
fbxa-67,L3_High,Embryonic
fbxa-54,Increasing,Embryonic
fbxa-59,Increasing,Embryonic
fbxa-59,L3_High,Embryonic
fbxa-59,Increasing,Embryonic
nhr-273,Increasing,Embryonic
nhr-109,Increasing,Embryonic
nhr-16,L3_High,Embryonic
drr-2,Increasing,Embryonic
T12D8.5,Larval,Larval
mlc-5,Not_Bound,Embryonic
T12G3.2,Increasing,Embryonic
T12G3.2,L3_High,Embryonic
T12G3.2,Larval,Embryonic
T12G3.2,Larval,Embryonic
T12G3.2,Larval,Embryonic
T12G3.4,Not_Bound,Embryonic
mrpl-51,Increasing,Embryonic
aat-4,Not_Bound,Larval
pho-14,Larval,Larval
lips-11,Larval,Embryonic
mtp-18,Not_Bound,Larval
fat-4,Increasing,Larval
fat-4,Increasing,Larval
fat-4,Increasing,Larval
T13F2.2,Increasing,Adult
T13G4.4,Increasing,Larval
ctg-2,Larval,Embryonic
ctg-2,L3_High,Embryonic
ctg-2,L3_High,Embryonic
mrps-18B,Not_Bound,Adult
T14B4.3,Embryo_Specific,Adult
tsp-10,Increasing,Embryonic
tsp-10,Larval,Embryonic
agxt-1,L3_High,Embryonic
hex-1,Increasing,Larval
hex-1,Increasing,Larval
pps-1,Not_Bound,Embryonic
ttr-53,Not_Bound,Embryonic
aex-4,Larval,Larval
aex-4,Increasing,Larval
aex-4,Increasing,Larval
T14G8.3,L3_High,Larval
T14G8.3,Increasing,Larval
T14G8.3,Increasing,Larval
T14G8.3,Increasing,Larval
hpo-8,Larval,Larval
hal-3,Increasing,Adult
math-42,Larval,Embryonic
math-42,Larval,Embryonic
math-42,Larval,Embryonic
T16A9.3,L3_High,Adult
pho-4,Increasing,Larval
eif-3.K,Not_Bound,Larval
T16G1.4,Not_Bound,Larval
T16G1.6,Larval,Larval
T16G1.7,Increasing,Larval
T16G1.7,Increasing,Larval
grl-2,Not_Bound,Embryonic
T16G1.9,Increasing,Embryonic
T16G12.1,L3_High,Embryonic
T16G12.1,Increasing,Embryonic
T16G12.8,Not_Bound,Embryonic
pals-25,Not_Bound,Embryonic
T18D3.1,L3_High,Embryonic
cdf-2,Larval,Larval
cdf-2,Increasing,Larval
T18D3.6,Increasing,Embryonic
asp-2,Increasing,Larval
asp-2,Increasing,Larval
ngp-1,L3_High,Embryonic
mxl-1,Not_Bound,Adult
T19B10.2,Not_Bound,Embryonic
pgap-1,L3_High,Adult
pgap-1,Increasing,Adult
T19B4.3,L3_High,Larval
dnj-21,Not_Bound,Embryonic
T19C4.1,Not_Bound,Embryonic
nlp-33,Not_Bound,Larval
T19C9.8,Larval,Larval
T19C9.8,Larval,Larval
T19D12.1,Increasing,Embryonic
T19D12.9,Not_Bound,Larval
T19D2.2,Increasing,Embryonic
T19D2.2,Increasing,Embryonic
T19D2.2,Increasing,Embryonic
T19D2.2,Increasing,Embryonic
T19E7.6,Increasing,Embryonic
ugt-9,Not_Changing,Embryonic
ugt-11,Not_Bound,Adult
ugt-12,Increasing,Larval
chil-25,Not_Bound,Embryonic
T20B3.1,Increasing,Larval
clec-26,Larval,Embryonic
clec-36,Larval,Larval
tni-3,Not_Bound,Larval
T20D3.2,Increasing,Larval
pigc-1,Not_Bound,Adult
mrrf-1,Not_Bound,Adult
T20F5.7,Not_Bound,Adult
chc-1,Larval,Embryonic
chc-1,Larval,Embryonic
chc-1,L3_High,Embryonic
rde-4,Not_Bound,Adult
best-18,Increasing,Embryonic
best-18,Increasing,Embryonic
dod-6,L3_High,Embryonic
T20G5.8,Not_Bound,Larval
mrpl-50,Not_Bound,Embryonic
cct-2,Not_Changing,Larval
hpd-1,Increasing,Larval
hpd-1,Increasing,Larval
zmp-6,Not_Bound,Embryonic
T21E8.4,Not_Bound,Embryonic
T21G5.2,Not_Bound,Embryonic
T21H3.1,Increasing,Larval
T21H3.1,Increasing,Larval
lam-3,Not_Bound,Embryonic
T22B11.1,Not_Bound,Embryonic
T22C1.6,L3_High,Embryonic
cest-6,L3_High,Embryonic
igdb-3,Not_Bound,Embryonic
T22F3.10,Not_Bound,Embryonic
lbp-7,Increasing,Embryonic
lbp-7,Increasing,Embryonic
sptl-3,Increasing,Larval
sptl-3,Increasing,Larval
lbp-8,Increasing,Adult
alh-13,Not_Bound,Embryonic
phf-30,Not_Bound,Adult
mrpl-4,Not_Bound,Larval
dnj-22,Increasing,Adult
T23B3.5,Not_Bound,Adult
ppm-2,Increasing,Embryonic
ppm-2,Increasing,Embryonic
ppm-2,Increasing,Embryonic
ppm-2,Larval,Embryonic
T23F2.3,Increasing,Embryonic
T23F2.5,Increasing,Embryonic
lron-9,Not_Bound,Embryonic
T23G7.3,L3_High,Adult
pir-1,Not_Bound,Adult
nhr-69,L3_High,Embryonic
nhr-69,Increasing,Embryonic
T24B8.5,Larval,Larval
T24C12.1,Not_Bound,Embryonic
T24C12.3,Increasing,Larval
T24C4.4,Increasing,Embryonic
T24C4.8,Not_Bound,Embryonic
T24E12.5,Not_Bound,Larval
raga-1,Increasing,Adult
raga-1,Larval,Adult
dnj-23,Not_Bound,Adult
nep-22,Increasing,Embryonic
nep-22,Increasing,Embryonic
nep-22,Larval,Embryonic
T25B9.1,Not_Bound,Embryonic
T25B9.11,Increasing,Embryonic
T25B9.12,L3_High,Embryonic
ugt-54,Increasing,Embryonic
T25C12.3,Larval,Larval
T25C12.3,Larval,Larval
T25C12.3,Increasing,Larval
T25C12.3,L3_High,Larval
shpk-1,Increasing,Embryonic
shpk-1,Larval,Embryonic
act-5,Larval,Larval
act-5,Increasing,Larval
T25D10.4,Increasing,Embryonic
T25D10.4,Larval,Embryonic
T25D10.4,Larval,Embryonic
mrpl-28,Increasing,Adult
mrpl-28,L3_High,Adult
mrpl-28,Larval,Adult
acdh-7,Increasing,Larval
acdh-7,Increasing,Larval
dhs-30,L3_High,Larval
T25G3.1,Increasing,Adult
T26A5.6,Increasing,Adult
T26A5.6,Larval,Adult
gst-13,Increasing,Embryonic
T26C5.4,Not_Bound,Embryonic
nhr-79,Larval,Embryonic
nhr-79,Larval,Embryonic
nhr-79,Larval,Embryonic
nhr-79,Increasing,Embryonic
nhr-79,Increasing,Embryonic
nhr-79,Increasing,Embryonic
T26H5.10,Not_Bound,Larval
T26H5.9,Larval,Larval
slc-36.2,Not_Bound,Larval
ckc-1,Increasing,Larval
ckc-1,Increasing,Larval
cgr-1,Increasing,Larval
cgr-1,Increasing,Larval
trak-1,Increasing,Embryonic
trak-1,L3_High,Embryonic
trak-1,Increasing,Embryonic
trak-1,Increasing,Embryonic
nmrk-1,Increasing,Larval
nhr-226,Increasing,Embryonic
nhr-226,Increasing,Embryonic
nhr-227,Not_Bound,Embryonic
T27C5.8,L3_High,Embryonic
T27E4.1,Increasing,Embryonic
hsp-16.11,Not_Bound,Embryonic
T27E4.7,Increasing,Embryonic
T27E4.7,Increasing,Embryonic
T27E4.7,Increasing,Embryonic
T27E4.7,Increasing,Embryonic
T27E4.7,Increasing,Embryonic
hsp-16.1,Increasing,Embryonic
hsp-16.1,Increasing,Embryonic
hsp-16.49,Increasing,Embryonic
zip-10,Larval,Larval
zip-10,Increasing,Larval
zip-10,Increasing,Larval
pars-2,L3_High,Larval
T27F6.8,Not_Bound,Embryonic
fbxa-64,Not_Bound,Adult
ttr-6,Not_Bound,Embryonic
hic-1,Not_Bound,Embryonic
T28B8.1,Increasing,Embryonic
T28B8.1,Increasing,Embryonic
T28C12.2,Not_Bound,Larval
cest-24,Not_Bound,Embryonic
T28C6.7,Increasing,Embryonic
T28C6.7,Increasing,Embryonic
T28C6.8,L3_High,Embryonic
tba-7,Larval,Embryonic
tba-7,L3_High,Embryonic
T28D6.3,Not_Bound,Larval
rsp-5,Not_Bound,Adult
T28F2.2,L3_High,Adult
jmjc-1,Increasing,Larval
T28F4.5,Increasing,Embryonic
T28F4.5,Larval,Embryonic
T28H10.3,Increasing,Embryonic
ssq-2,Not_Bound,Adult
T28H11.7,Not_Bound,Adult
npa-1,Increasing,Larval
npa-1,Larval,Larval
npa-1,Larval,Larval
VF13D12L.3,Increasing,Larval
vha-6,Larval,Larval
vha-6,Larval,Larval
vha-6,Increasing,Larval
VY10G11R.1,Not_Bound,Embryonic
sek-6,Larval,Embryonic
fat-6,Larval,Larval
fat-6,Increasing,Larval
fat-6,Increasing,Larval
W01A11.1,L3_High,Larval
lec-10,Increasing,Larval
W01A8.2,Increasing,Adult
nuo-6,Not_Bound,Embryonic
cwn-2,L3_High,Embryonic
W01C8.5,Increasing,Embryonic
W01C8.5,Larval,Embryonic
W01D2.1,Not_Bound,Embryonic
nhr-61,Increasing,Embryonic
nhr-61,Increasing,Embryonic
osta-3,L3_High,Larval
osta-3,L3_High,Larval
osta-3,Increasing,Larval
fat-2,Increasing,Larval
fat-2,Increasing,Larval
fat-2,Increasing,Larval
W02B12.1,Increasing,Larval
cisd-1,Increasing,Larval
cisd-1,Increasing,Larval
cytb-5.2,Increasing,Embryonic
cytb-5.2,L3_High,Embryonic
W02D3.4,Larval,Adult
W02D3.4,Increasing,Adult
lbp-6,Not_Bound,Larval
lbp-5,Increasing,Embryonic
lbp-5,Larval,Embryonic
clec-218,Larval,Larval
W02D7.8,Larval,Larval
W02D7.8,Increasing,Larval
W02D7.8,Larval,Larval
W02D9.10,Increasing,Embryonic
W02D9.10,Increasing,Embryonic
W02D9.10,Increasing,Embryonic
W02D9.10,Increasing,Embryonic
W02D9.10,Larval,Embryonic
W02D9.10,Increasing,Embryonic
W02D9.10,Increasing,Embryonic
sna-1,Not_Bound,Adult
W02G9.4,Larval,Larval
W02H5.8,Not_Bound,Larval
W03A5.6,Increasing,Embryonic
W03A5.6,Increasing,Embryonic
rab-7,Increasing,Embryonic
W03C9.5,L3_High,Embryonic
wrt-5,Increasing,Embryonic
itx-1,Increasing,Embryonic
itx-1,Larval,Embryonic
W03F8.4,Increasing,Embryonic
lam-1,Not_Bound,Embryonic
W03F9.2,L3_High,Adult
enu-3.3,Embryo_Specific,Adult
W04A4.2,Not_Bound,Adult
W04A4.6,Embryo_Specific,Embryonic
mrpl-30,Not_Bound,Larval
haf-4,Increasing,Larval
haf-4,Larval,Larval
haf-4,L3_High,Larval
W04C9.4,Not_Changing,Larval
rbm-25,Not_Bound,Embryonic
W04E12.5,Not_Bound,Adult
clec-49,Increasing,Larval
clec-49,Increasing,Larval
clec-50,Increasing,Larval
rab-11.2,Not_Bound,Embryonic
clec-118,Not_Bound,Embryonic
his-74,Not_Bound,Adult
dct-11,Larval,Adult
dct-11,Increasing,Adult
hog-1,Not_Bound,Embryonic
nmat-1,Increasing,Adult
sma-5,Increasing,Embryonic
sma-5,Larval,Embryonic
sma-5,Larval,Embryonic
sma-5,Increasing,Embryonic
W06B4.2,Larval,Larval
spe-46,Increasing,Adult
snx-3,Not_Bound,Embryonic
rhy-1,Not_Bound,Embryonic
cpr-8,Increasing,Larval
cpr-8,Larval,Larval
cpr-5,Larval,Larval
W07E11.1,Larval,Embryonic
sms-5,L3_High,Embryonic
zip-3,Larval,Larval
zip-3,Increasing,Larval
zip-3,Increasing,Larval
zip-3,Increasing,Larval
lap-2,Increasing,Adult
lap-2,Larval,Adult
lap-2,L3_High,Adult
W07G4.5,Increasing,Larval
pals-33,Not_Bound,Embryonic
fat-3,Increasing,Larval
fat-3,Increasing,Larval
fat-3,Increasing,Larval
ola-1,Not_Bound,Larval
W08F4.3,Not_Bound,Larval
ins-33,L3_High,Larval
rpl-31,Increasing,Larval
rpl-31,Embryo_Specific,Larval
cox-4,L3_High,Larval
mrpl-12,L3_High,Adult
zmp-4,Not_Bound,Larval
W09G12.10,Not_Bound,Embryonic
tag-229,Not_Bound,Embryonic
mecr-1,Embryo_Specific,Larval
mecr-1,Larval,Larval
mecr-1,Increasing,Larval
W10C8.5,Larval,Larval
W10G11.19,L3_High,Larval
Y102A11A.1,Increasing,Larval
Y102A11A.1,Larval,Larval
Y102A11A.2,Increasing,Embryonic
Y102A11A.3,Larval,Larval
Y102A11A.3,Increasing,Larval
Y102A11A.5,L3_High,Embryonic
clec-35,Not_Bound,Embryonic
clec-37,Not_Bound,Embryonic
Y105C5A.24,Increasing,Larval
Y105C5A.24,Increasing,Larval
Y105C5B.15,Increasing,Larval
gln-3,L3_High,Embryonic
gln-3,Increasing,Embryonic
gln-3,L3_High,Embryonic
gln-3,Increasing,Embryonic
gln-3,Increasing,Embryonic
gln-3,Increasing,Embryonic
Y105C5B.8,Not_Bound,Embryonic
Y105C5B.9,Increasing,Larval
Y105C5B.9,Increasing,Larval
ech-7,Not_Bound,Larval
hprt-1,L3_High,Larval
Y105E8B.9,Embryo_Specific,Embryonic
mekk-3,L3_High,Adult
mekk-3,Not_Changing,Adult
dsbn-1,Not_Bound,Embryonic
Y106G6D.6,Not_Bound,Adult
Y106G6E.4,Not_Bound,Embryonic
Y106G6H.1,L3_High,Embryonic
madf-10,Not_Bound,Embryonic
Y106G6H.8,Not_Bound,Larval
Y110A2AL.4,Not_Bound,Embryonic
Y110A7A.21,Increasing,Embryonic
Y110A7A.21,L3_High,Embryonic
Y113G7A.12,Not_Bound,Larval
Y113G7B.11,L3_High,Embryonic
Y113G7B.12,Larval,Larval
Y113G7B.12,Increasing,Larval
Y113G7B.12,Larval,Larval
fbxa-115,Not_Bound,Larval
fbxa-114,Not_Bound,Adult
Y116A8B.4,Not_Bound,Embryonic
bca-2,L3_High,Embryonic
gly-4,L3_High,Embryonic
gly-4,Not_Changing,Embryonic
zig-9,Not_Bound,Embryonic
Y119D3B.13,Larval,Larval
Y119D3B.14,Not_Bound,Adult
pes-4,L3_High,Embryonic
pes-4,Increasing,Embryonic
pes-4,Increasing,Embryonic
pes-4,Increasing,Embryonic
pes-4,Larval,Embryonic
pes-4,L3_High,Embryonic
Y119D3B.21,Increasing,Larval
fbxa-61,Increasing,Larval
fbxa-21,Larval,Adult
Y11D7A.10,Larval,Embryonic
flh-3,Not_Changing,Embryonic
Y11D7A.3,Embryo_Specific,Adult
Y14H12A.1,Increasing,Larval
Y14H12A.1,Increasing,Larval
Y14H12A.2,Larval,Embryonic
Y14H12B.1,Not_Bound,Embryonic
Y15E3A.5,Increasing,Embryonic
Y15E3A.5,Increasing,Embryonic
Y15E3A.5,Not_Changing,Embryonic
Y15E3A.5,Not_Changing,Embryonic
Y16B4A.2,Increasing,Larval
Y16B4A.2,Increasing,Larval
Y16B4A.2,Larval,Larval
Y17D7B.4,Not_Bound,Larval
arrd-7,Increasing,Embryonic
Y17G7B.8,L3_High,Larval
npp-26,Not_Bound,Embryonic
coa-5,Not_Bound,Adult
pfn-1,Larval,Adult
Y18D10A.3,L3_High,Embryonic
Y18H1A.11,Increasing,Embryonic
crtc-1,L3_High,Embryonic
crtc-1,Increasing,Embryonic
crtc-1,Increasing,Embryonic
crtc-1,Increasing,Embryonic
crtc-1,L3_High,Embryonic
crtc-1,L3_High,Embryonic
cht-4,L3_High,Embryonic
Y22D7AL.15,Not_Bound,Larval
fbxa-74,Increasing,Larval
nhr-232,Increasing,Larval
nhr-232,L3_High,Larval
nhr-232,L3_High,Larval
lys-1,Increasing,Larval
lys-1,Larval,Larval
lys-2,Increasing,Larval
lys-2,Larval,Larval
Y23H5A.2,Not_Bound,Adult
Y23H5B.1,Not_Bound,Embryonic
Y23H5B.3,Not_Bound,Embryonic
Y25C1A.13,Not_Bound,Adult
Y26D4A.21,Larval,Larval
Y26D4A.3,Increasing,Embryonic
Y32F6A.4,Increasing,Larval
Y32F6A.4,Larval,Larval
Y32F6A.4,Increasing,Larval
Y32F6A.4,Increasing,Larval
Y32F6A.5,Larval,Larval
Y32F6A.5,Increasing,Larval
Y32F6B.1,L3_High,Embryonic
Y32F6B.1,Increasing,Embryonic
crp-1,L3_High,Embryonic
crp-1,Increasing,Embryonic
Y32H12A.6,Not_Bound,Embryonic
Y34B4A.5,Larval,Larval
Y34B4A.5,Increasing,Larval
Y34B4A.6,Increasing,Larval
Y34B4A.9,Increasing,Larval
glrx-10,L3_High,Embryonic
Y34F4.1,Not_Bound,Larval
Y34F4.4,Not_Bound,Larval
Y34F4.5,Increasing,Adult
fbxa-209,Increasing,Larval
fbxa-209,Larval,Larval
Y37A1B.5,L3_High,Larval
Y37A1B.5,Increasing,Larval
Y37A1B.5,Increasing,Larval
Y37A1B.5,L3_High,Larval
Y37A1B.7,Not_Bound,Embryonic
arx-5,Not_Bound,Embryonic
cox-5A,L3_High,Larval
cox-5A,Increasing,Larval
Y37D8A.16,L3_High,Embryonic
Y37D8A.3,Increasing,Larval
Y37D8A.3,Larval,Larval
Y37D8A.3,Larval,Larval
Y37D8A.4,Increasing,Embryonic
Y37D8A.4,Increasing,Embryonic
Y37D8A.4,L3_High,Embryonic
Y37D8A.6,Not_Bound,Larval
Y37E11B.2,Not_Bound,Embryonic
pcyt-2.1,Increasing,Adult
pcyt-2.1,Increasing,Adult
Y37H2A.14,Not_Bound,Adult
pbs-3,L3_High,Larval
Y38C1AA.1,Increasing,Embryonic
Y38C1AA.6,Embryo_Specific,Embryonic
Y38C1AA.6,Embryo_Specific,Embryonic
Y38C1AA.6,Embryo_Specific,Embryonic
Y38E10A.14,Not_Bound,Adult
Y38E10A.24,Not_Bound,Larval
clec-8,Larval,Adult
clec-4,Increasing,Larval
hphd-1,Larval,Larval
hphd-1,Larval,Larval
vha-11,Increasing,Embryonic
vha-11,L3_High,Embryonic
vha-11,Increasing,Embryonic
vha-11,Larval,Embryonic
vha-11,Increasing,Embryonic
Y38F2AR.12,L3_High,Embryonic
Y38F2AR.12,L3_High,Embryonic
sec-61.B,L3_High,Embryonic
fbxa-150,Not_Bound,Embryonic
Y38H6C.8,Increasing,Larval
Y39A1A.18,Not_Bound,Embryonic
Y39A1A.27,Not_Bound,Larval
Y39A1A.3,Not_Bound,Larval
mrpl-22,Not_Bound,Larval
lron-10,Increasing,Embryonic
asp-1,Larval,Larval
asp-1,Increasing,Larval
asp-1,Larval,Larval
asp-1,Larval,Larval
asp-17,Not_Bound,Adult
Y39B6A.29,Not_Bound,Larval
Y39B6A.5,Larval,Embryonic
Y39F10A.3,Not_Bound,Embryonic
Y39G8B.10,Increasing,Larval
Y39G8B.7,Not_Bound,Larval
Y39H10B.2,Not_Bound,Larval
comt-4,Increasing,Embryonic
Y40B1B.7,Not_Bound,Embryonic
slc-25A46,L3_High,Larval
sqst-2,Increasing,Larval
Y40C7B.4,Increasing,Adult
Y40C7B.4,Increasing,Adult
Y40C7B.4,Larval,Adult
elb-1,Not_Bound,Embryonic
Y41C4A.8,Not_Bound,Embryonic
Y41D4B.15,Not_Bound,Embryonic
hpo-6,Increasing,Larval
Y41D4B.17,Larval,Embryonic
nhr-92,Increasing,Embryonic
eef-1B.2,L3_High,Larval
Y41E3.22,Not_Bound,Embryonic
Y41G9A.10,Not_Bound,Embryonic
lact-8,Not_Bound,Embryonic
Y42A5A.5,Increasing,Embryonic
Y42G9A.1,Not_Bound,Embryonic
nspd-7,Not_Bound,Adult
Y43C5A.2,Larval,Larval
Y43C5A.2,Larval,Larval
nceh-1,Increasing,Embryonic
Y43F8B.12,Not_Bound,Adult
Y43F8B.13,Larval,Embryonic
Y43F8B.9,Not_Bound,Embryonic
Y43F8C.13,L3_High,Larval
nlp-26,Not_Bound,Adult
mrps-28,L3_High,Adult
Y44A6D.2,Increasing,Embryonic
Y44E3A.1,Not_Bound,Embryonic
afmd-2,Larval,Embryonic
Y45F10B.59,Embryo_Specific,Embryonic
Y45F10D.16,Not_Bound,Embryonic
acdh-11,L3_High,Larval
Y45G12C.1,Increasing,Embryonic
gst-10,Increasing,Larval
Y45G12C.3,Not_Changing,Embryonic
fbxc-51,Not_Bound,Embryonic
clec-174,Increasing,Larval
clec-71,Larval,Larval
clec-72,Increasing,Embryonic
clec-72,Larval,Embryonic
clec-72,Larval,Embryonic
Y46D2A.1,Larval,Embryonic
Y46D2A.2,Increasing,Larval
Y46D2A.2,Increasing,Larval
Y46D2A.2,Larval,Larval
Y46D2A.2,Increasing,Larval
Y46G5A.20,Not_Bound,Larval
acl-7,Increasing,Larval
acl-7,Larval,Larval
clec-204,Increasing,Larval
Y46H3C.5,Not_Bound,Embryonic
nhr-110,Increasing,Larval
nhr-110,Increasing,Larval
Y47D3A.21,Larval,Larval
nlp-21,Not_Bound,Embryonic
Y47H10A.5,Not_Bound,Adult
Y47H9C.1,Increasing,Larval
Y47H9C.8,Not_Bound,Adult
Y47H9C.9,Not_Bound,Embryonic
Y48A6B.7,Increasing,Larval
Y48A6B.9,L3_High,Adult
Y48A6B.9,L3_High,Adult
pha-1,Not_Bound,Embryonic
Y48C3A.12,Not_Bound,Embryonic
pinn-4,Not_Bound,Larval
gst-20,Larval,Embryonic
nol-14,Not_Bound,Larval
Y48G8AL.13,Increasing,Larval
Y48G8AL.13,Increasing,Larval
Y48G8AL.13,Increasing,Larval
Y48G8AL.13,Increasing,Larval
cept-2,Larval,Adult
snr-6,L3_High,Embryonic
Y49E10.16,Not_Bound,Larval
Y49E10.18,Increasing,Larval
cccp-1,Not_Changing,Embryonic
gba-4,Larval,Larval
oig-3,Not_Bound,Embryonic
ttr-25,Not_Bound,Larval
Y51A2D.13,Larval,Larval
Y51A2D.13,Increasing,Larval
Y51A2D.13,Increasing,Larval
Y51A2D.13,Increasing,Larval
txt-14,Not_Bound,Embryonic
hmit-1.1,Increasing,Larval
hmit-1.1,Larval,Larval
hmit-1.1,Increasing,Larval
ints-5,Larval,Adult
ints-5,Increasing,Adult
Y51B9A.9,Not_Bound,Larval
Y51F10.7,Increasing,Larval
Y51H4A.25,Larval,Larval
Y51H4A.5,Larval,Larval
math-45,Increasing,Larval
Y51H7BR.8,Larval,Embryonic
Y52B11A.10,Not_Bound,Larval
Y52E8A.3,Not_Changing,Embryonic
Y53C10A.5,L3_High,Larval
Y53C10A.5,L3_High,Larval
Y53C10A.5,Increasing,Larval
Y53C10A.5,Increasing,Larval
Y53C10A.5,Increasing,Larval
Y53C12A.11,Not_Bound,Adult
Y53C12A.3,L3_High,Adult
mop-25.2,Not_Bound,Embryonic
pno-1,Larval,Adult
pno-1,Increasing,Adult
pno-1,Increasing,Adult
Y53F4B.1,L3_High,Embryonic
gst-26,Increasing,Larval
gst-26,L3_High,Larval
gst-27,Not_Bound,Larval
gst-28,Increasing,Larval
gst-39,Not_Bound,Larval
Y53F4B.39,Increasing,Larval
Y53G8AR.6,Larval,Embryonic
Y53G8B.1,Increasing,Embryonic
ttm-5,L3_High,Embryonic
Y54E5B.2,Not_Bound,Larval
Y54F10AM.8,Increasing,Larval
fbxa-219,Increasing,Embryonic
fbxa-219,Larval,Embryonic
ctl-2,Increasing,Embryonic
ctl-2,Increasing,Embryonic
Y54G11A.9,Not_Bound,Embryonic
lin-22,Not_Bound,Embryonic
clec-83,Increasing,Adult
clec-84,Increasing,Larval
clec-84,Larval,Larval
clec-80,Not_Bound,Larval
samt-1,Increasing,Embryonic
Y54G2A.45,Increasing,Larval
Y54G2A.45,Increasing,Larval
Y54G2A.52,Increasing,Embryonic
clec-85,Increasing,Larval
clec-85,Larval,Larval
Y54G9A.5,Not_Bound,Adult
lec-6,Larval,Larval
lec-6,Larval,Larval
lec-6,Larval,Larval
stim-1,L3_High,Larval
Y55D5A.1,L3_High,Embryonic
Y55F3AM.11,Increasing,Embryonic
Y55F3AM.11,L3_High,Embryonic
mrpl-46,Not_Bound,Adult
Y55F3BR.11,L3_High,Embryonic
Y55F3BR.11,Larval,Embryonic
nft-1,Not_Bound,Larval
Y56A3A.19,Embryo_Specific,Adult
trap-4,L3_High,Adult
mif-1,Not_Bound,Embryonic
Y56A3A.6,Larval,Embryonic
Y56A3A.6,L3_High,Embryonic
Y56A3A.6,L3_High,Embryonic
Y57A10A.14,Increasing,Embryonic
Y57A10A.14,Increasing,Embryonic
Y57A10A.4,Not_Bound,Adult
Y57A10C.10,Not_Bound,Embryonic
daf-22,Increasing,Larval
Y57G11B.2,L3_High,Embryonic
Y57G11B.2,Increasing,Embryonic
nuo-3,Increasing,Larval
eps-8,Increasing,Embryonic
eps-8,Increasing,Embryonic
eps-8,Larval,Embryonic
eps-8,L3_High,Embryonic
eps-8,Increasing,Embryonic
ptp-5.2,Not_Bound,Adult
npr-5,Not_Bound,Embryonic
ttr-16,Not_Bound,Embryonic
cyp-32B1,Increasing,Embryonic
cyp-32B1,Increasing,Embryonic
cyp-32B1,Increasing,Embryonic
skr-4,Increasing,Larval
fbxa-85,Increasing,Embryonic
Y62H9A.11,Not_Bound,Embryonic
Y62H9A.12,L3_High,Adult
Y62H9A.15,Increasing,Embryonic
Y62H9A.15,Larval,Embryonic
Y62H9A.15,L3_High,Embryonic
Y65A5A.1,L3_High,Embryonic
Y65A5A.1,L3_High,Embryonic
Y65A5A.1,Increasing,Embryonic
Y65B4BL.7,Increasing,Adult
gly-8,Not_Bound,Larval
Y66A7A.7,Not_Bound,Embryonic
Y66D12A.13,Increasing,Embryonic
Y66D12A.13,Increasing,Embryonic
tin-10,Not_Bound,Adult
Y66D12A.9,Not_Bound,Larval
mrpl-55,L3_High,Embryonic
spl-1,Increasing,Larval
spl-1,Increasing,Larval
