WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00015956,C18B2.5,Direct,SET3,Larval,ClassB
WBGene00015966,C18C4.7,Indirect,SET2,Not_Bound,NA
WBGene00015968,C18C4.7,Indirect,SET2,Increasing,NA
WBGene00015984,C18G1.6,Indirect,SET2,Not_Bound,NA
WBGene00015988,lido-18,Direct,SET1,Increasing,ClassD
WBGene00016004,C18H9.6,Direct,SET6,Larval,ClassB
WBGene00016004,C18H9.6,Direct,SET6,Increasing,ClassB
WBGene00016027,C23H5.8,Direct,SET6,Increasing,ClassA
WBGene00016028,flp-24,Indirect,SET6,Not_Bound,NA
WBGene00016030,C24A1.3,Indirect,SET2,Increasing,NA
WBGene00016048,C24B9.3,Direct,SET6,Increasing,ClassA
WBGene00016048,C24B9.3,Direct,SET6,Larval,ClassA
WBGene00016052,dod-3,Direct,SET6,Larval,ClassA
WBGene00016061,hpo-15,Direct,SET6,L3_High,ClassB
WBGene00016061,hpo-15,Direct,SET6,Larval,ClassB
WBGene00016061,hpo-15,Direct,SET6,Increasing,ClassB
WBGene00016061,hpo-15,Direct,SET6,Increasing,ClassB
WBGene00016063,delm-2,Indirect,SET2,Not_Bound,NA
WBGene00016064,acd-1,Direct,SET2,Increasing,ClassC
WBGene00016064,acd-1,Direct,SET2,Increasing,ClassC
WBGene00016066,acd-2,Direct,SET3,Larval,ClassC
WBGene00016074,dnsn-1,Direct,SET2,Increasing,ClassD
WBGene00016088,clec-266,Indirect,SET1,Not_Bound,NA
WBGene00016092,cyp-33B1,Indirect,SET2,Not_Bound,NA
WBGene00016097,C25E10.8,Indirect,SET2,Not_Bound,NA
WBGene00016099,C25E10.10,Indirect,SET2,Not_Bound,NA
WBGene00016111,C25H3.1,Direct,SET1,Larval,ClassD
WBGene00016124,dnc-4,Indirect,SET2,L3_High,NA
WBGene00016134,C26B9.5,Direct,SET6,Increasing,ClassA
WBGene00016151,smc-5,Indirect,SET2,Not_Bound,NA
WBGene00016156,ari-1.3,Indirect,SET2,Increasing,NA
WBGene00016163,C27D9.1,Indirect,SET2,Not_Bound,NA
WBGene00016164,C27D9.2,Indirect,SET2,Not_Bound,NA
WBGene00016169,C27F2.7,Indirect,SET2,Not_Bound,NA
WBGene00016174,C27H5.4,Indirect,SET6,Increasing,NA
WBGene00016175,C27H5.6,Indirect,SET6,Not_Bound,NA
WBGene00016178,mesp-1,Indirect,SET2,Not_Bound,NA
WBGene00016179,C28C12.3,Indirect,SET1,Not_Bound,NA
WBGene00016180,C28C12.4,Indirect,SET1,Not_Bound,NA
WBGene00016187,C28G1.2,Indirect,SET2,Increasing,NA
WBGene00016190,rcs-1,Indirect,SET2,Larval,NA
WBGene00016191,C28G1.6,Direct,SET4,Larval,ClassB
WBGene00016191,C28G1.6,Direct,SET4,Increasing,ClassB
WBGene00016193,C28H8.2,Indirect,SET6,Not_Changing,NA
WBGene00016204,gsto-1,Indirect,SET6,Larval,NA
WBGene00016204,gsto-1,Indirect,SET6,Larval,NA
WBGene00016207,C29E4.10,Indirect,SET2,Not_Bound,NA
WBGene00016210,C29F5.1,Indirect,SET1,Not_Bound,NA
WBGene00016217,C29F9.2,Direct,SET6,Larval,ClassA
WBGene00016217,C29F9.2,Direct,SET6,L3_High,ClassA
WBGene00016218,pals-23,Direct,SET2,Larval,ClassC
WBGene00016219,pals-24,Direct,SET3,Increasing,ClassC
WBGene00016219,pals-24,Direct,SET3,Increasing,ClassC
WBGene00016219,pals-24,Direct,SET3,Larval,ClassC
WBGene00016220,C29F9.5,Indirect,SET2,Not_Bound,NA
WBGene00016236,heri-1,Indirect,SET2,Not_Bound,NA
WBGene00016262,C30F12.3,Indirect,SET1,Not_Bound,NA
WBGene00016263,C30F12.4,Indirect,SET2,Not_Bound,NA
WBGene00016274,C30G12.2,Direct,SET2,Larval,ClassD
WBGene00016274,C30G12.2,Direct,SET2,Larval,ClassD
WBGene00016274,C30G12.2,Direct,SET2,Larval,ClassD
WBGene00016274,C30G12.2,Direct,SET2,Larval,ClassD
WBGene00016274,C30G12.2,Direct,SET2,Increasing,ClassD
WBGene00016277,C30G12.6,Indirect,SET2,Not_Bound,NA
WBGene00016291,C31H1.8,Indirect,SET2,Not_Bound,NA
WBGene00016302,fbxc-7,Direct,SET3,Larval,ClassC
WBGene00016314,C32D5.6,Indirect,SET4,Not_Bound,NA
WBGene00016315,C32D5.7,Direct,SET2,L3_High,ClassD
WBGene00016335,gba-1,Direct,SET3,Increasing,ClassB
WBGene00016335,gba-1,Direct,SET3,Larval,ClassB
WBGene00016344,rsef-1,Indirect,SET3,Increasing,NA
WBGene00016344,rsef-1,Indirect,SET3,Larval,NA
WBGene00016362,C33G8.4,Indirect,SET6,Not_Bound,NA
WBGene00016379,C33H5.13,Direct,SET2,Increasing,ClassC
WBGene00016380,ntp-1,Indirect,SET2,Not_Bound,NA
WBGene00016381,sgo-1,Indirect,SET2,Not_Bound,NA
WBGene00016392,sdha-2,Indirect,SET2,Not_Bound,NA
WBGene00016400,C34D4.4,Indirect,SET2,Increasing,NA
WBGene00016400,C34D4.4,Indirect,SET2,L3_High,NA
WBGene00016402,C34D4.10,Indirect,SET2,Not_Bound,NA
WBGene00016403,grsp-3,Indirect,SET5,Not_Bound,NA
WBGene00016418,hpo-27,Indirect,SET2,Not_Bound,NA
WBGene00016421,cdc-7,Indirect,SET2,Not_Bound,NA
WBGene00016425,C34H4.2,Direct,SET3,Increasing,ClassB
WBGene00016429,C35A11.2,Indirect,SET1,Not_Bound,NA
WBGene00016431,C35A11.4,Direct,SET6,Larval,ClassA
WBGene00016431,C35A11.4,Direct,SET6,Increasing,ClassA
WBGene00016436,C35B1.7,Indirect,SET6,Not_Bound,NA
WBGene00016437,C35B1.8,Indirect,SET6,Not_Bound,NA
WBGene00016450,clec-5,Direct,SET4,Increasing,ClassB
WBGene00016450,clec-5,Direct,SET4,Larval,ClassB
WBGene00016450,clec-5,Direct,SET4,Increasing,ClassB
WBGene00016455,C35E7.3,Indirect,SET2,Not_Bound,NA
WBGene00016460,C35E7.8,Indirect,SET2,Not_Bound,NA
WBGene00016464,C36B7.1,Indirect,SET2,Not_Bound,NA
WBGene00016465,C36B7.2,Indirect,SET2,Not_Bound,NA
WBGene00016467,C36B7.4,Indirect,SET2,Not_Bound,NA
WBGene00016477,srab-11,Indirect,SET6,Not_Bound,NA
WBGene00016504,C37C3.12,Indirect,SET1,Not_Bound,NA
WBGene00016522,fbxa-38,Indirect,SET6,Not_Changing,NA
WBGene00016533,C39D10.6,Indirect,SET2,Not_Bound,NA
WBGene00016542,C39H7.4,Direct,SET3,Larval,ClassC
WBGene00016544,math-18,Direct,SET4,Increasing,ClassB
WBGene00016544,math-18,Direct,SET4,Increasing,ClassB
WBGene00016551,C40A11.8,Indirect,SET2,Not_Bound,NA
WBGene00016555,math-20,Indirect,SET3,Not_Bound,NA
WBGene00016556,math-21,Direct,SET6,Increasing,ClassA
WBGene00016556,math-21,Direct,SET6,Increasing,ClassA
WBGene00016568,C41G11.1,Indirect,SET2,Not_Bound,NA
WBGene00016577,clec-3,Indirect,SET6,Not_Bound,NA
WBGene00016583,tag-335,Indirect,SET2,Not_Bound,NA
WBGene00016585,oac-59,Indirect,SET3,Not_Bound,NA
WBGene00016586,C42C1.8,Indirect,SET2,Not_Bound,NA
WBGene00016596,C42D4.3,Indirect,SET2,Not_Bound,NA
WBGene00016599,C42D8.1,Direct,SET3,Increasing,ClassC
WBGene00016608,cogc-5,Indirect,SET2,Not_Bound,NA
WBGene00016631,C44B7.11,Indirect,SET3,Increasing,NA
WBGene00016632,C44B7.12,Indirect,SET2,Increasing,NA
WBGene00016641,C44C1.1,Indirect,SET6,Not_Bound,NA
WBGene00016669,ilys-2,Indirect,SET6,Not_Bound,NA
WBGene00016671,C45G7.4,Indirect,SET5,Not_Bound,NA
WBGene00016684,nlp-43,Indirect,SET6,Not_Bound,NA
WBGene00016701,dsb-3,Indirect,SET2,Not_Bound,NA
WBGene00016702,C46A5.6,Indirect,SET2,Not_Bound,NA
WBGene00016705,C46C11.2,Direct,SET6,Increasing,ClassA
WBGene00016705,C46C11.2,Direct,SET6,Larval,ClassA
WBGene00016714,C46F2.1,Indirect,SET6,Larval,NA
WBGene00016714,C46F2.1,Indirect,SET6,Increasing,NA
WBGene00016714,C46F2.1,Indirect,SET6,Increasing,NA
WBGene00016717,math-22,Indirect,SET4,Increasing,NA
WBGene00016719,math-24,Indirect,SET6,L3_High,NA
WBGene00016751,C48E7.6,Indirect,SET6,Not_Bound,NA
WBGene00016755,C49A9.1,Indirect,SET6,Increasing,NA
WBGene00016756,C49A9.2,Indirect,SET6,Increasing,NA
WBGene00016757,C49A9.3,Direct,SET6,Larval,ClassB
WBGene00016758,C49A9.4,Direct,SET6,Increasing,ClassA
WBGene00016759,C49A9.5,Direct,SET2,Increasing,ClassD
WBGene00016783,irg-2,Indirect,SET2,Not_Bound,NA
WBGene00016785,C49G7.13,Indirect,SET1,Not_Bound,NA
WBGene00016785,C49G7.7,Indirect,SET1,Not_Bound,NA
WBGene00016788,C49G7.10,Indirect,SET2,L3_High,NA
WBGene00016788,C49G7.10,Indirect,SET2,Increasing,NA
WBGene00016799,C50C3.1,Indirect,SET2,Not_Bound,NA
WBGene00016805,C50D2.1,Indirect,SET6,Larval,NA
WBGene00016845,C50F7.5,Direct,SET3,Larval,ClassB
WBGene00016845,C50F7.5,Direct,SET3,L3_High,ClassB
WBGene00016865,ets-9,Indirect,SET3,Increasing,NA
WBGene00016870,ets-10,Indirect,SET2,Not_Bound,NA
WBGene00016881,C52E2.2,Indirect,SET5,Not_Bound,NA
WBGene00016883,C52E2.4,Direct,SET4,Larval,ClassB
WBGene00016883,C52E2.4,Direct,SET4,Increasing,ClassB
WBGene00016884,C52E2.5,Indirect,SET4,Larval,NA
WBGene00016886,fbxb-96,Indirect,SET1,Not_Bound,NA
WBGene00016888,C52E12.1,Direct,SET2,Increasing,ClassD
WBGene00016888,C52E12.1,Direct,SET2,Increasing,ClassD
WBGene00016888,C52E12.1,Direct,SET2,Increasing,ClassD
WBGene00016894,C53B7.3,Indirect,SET1,Not_Bound,NA
WBGene00016900,C53C11.2,Indirect,SET6,Not_Bound,NA
WBGene00016906,C53D5.5,Indirect,SET6,L3_High,NA
WBGene00016912,clec-86,Direct,SET4,Larval,ClassA
WBGene00016919,C54E4.4,Indirect,SET1,L3_High,NA
WBGene00016930,madf-6,Indirect,SET2,Not_Bound,NA
WBGene00016934,mboa-3,Direct,SET2,L3_High,ClassC
WBGene00016934,mboa-3,Direct,SET2,Larval,ClassC
WBGene00016934,mboa-3,Direct,SET2,Increasing,ClassC
WBGene00016939,C55B6.1,Direct,SET3,Larval,ClassB
WBGene00016947,C55B7.11,Indirect,SET2,Not_Bound,NA
WBGene00016953,C55C3.3,Indirect,SET2,Not_Bound,NA
WBGene00016958,ilys-4,Indirect,SET3,Not_Bound,NA
WBGene00016976,C56E10.3,Direct,SET2,Larval,ClassD
WBGene00016976,C56E10.3,Direct,SET2,Increasing,ClassD
WBGene00016976,C56E10.3,Direct,SET2,Increasing,ClassD
WBGene00016987,CC8.2,Direct,SET1,Larval,ClassD
WBGene00016987,CC8.2,Direct,SET1,L3_High,ClassD
WBGene00016987,CC8.2,Direct,SET1,Increasing,ClassD
WBGene00016993,CD4.8,Indirect,SET2,Not_Bound,NA
WBGene00016997,cebp-1,Direct,SET2,Increasing,ClassD
WBGene00016998,D1005.4,Indirect,SET4,Not_Bound,NA
WBGene00017020,D1014.7,Indirect,SET6,Not_Bound,NA
WBGene00017021,D1022.2,Indirect,SET6,Not_Bound,NA
WBGene00017023,D1022.4,Indirect,SET6,L3_High,NA
WBGene00017027,D1044.1,Direct,SET6,Larval,ClassA
WBGene00017032,D1044.7,Indirect,SET2,Not_Bound,NA
WBGene00017060,D2063.1,Indirect,SET2,Not_Bound,NA
WBGene00017071,aagr-1,Direct,SET6,Increasing,ClassA
WBGene00017071,aagr-1,Direct,SET6,Larval,ClassA
WBGene00017071,aagr-1,Direct,SET6,Increasing,ClassA
WBGene00017071,aagr-1,Direct,SET6,Increasing,ClassA
WBGene00017071,aagr-1,Direct,SET6,L3_High,ClassA
WBGene00017091,ttr-40,Indirect,SET6,Increasing,NA
WBGene00017092,E02C12.6,Indirect,SET6,Not_Bound,NA
WBGene00017093,E02C12.8,Direct,SET6,Larval,ClassA
WBGene00017100,E02H9.2,Indirect,SET6,Not_Bound,NA
WBGene00017102,E02H9.4,Indirect,SET6,Not_Bound,NA
WBGene00017103,klo-2,Indirect,SET6,Not_Bound,NA
WBGene00017123,maoc-1,Indirect,SET6,L3_High,NA
WBGene00017131,E04F6.15,Indirect,SET6,Not_Bound,NA
WBGene00017133,EEED8.2,Indirect,SET1,Not_Changing,NA
WBGene00017133,EEED8.2,Indirect,SET1,L3_High,NA
WBGene00017134,EEED8.3,Indirect,SET2,Not_Bound,NA
WBGene00017141,EEED8.13,Indirect,SET2,Not_Bound,NA
WBGene00017142,EEED8.14,Indirect,SET2,Not_Bound,NA
WBGene00017143,EEED8.15,Indirect,SET3,Not_Bound,NA
WBGene00017181,F02E11.3,Indirect,SET2,Not_Bound,NA
WBGene00017194,F07C3.3,Indirect,SET2,Not_Bound,NA
WBGene00017197,F07C3.9,Indirect,SET2,Not_Bound,NA
WBGene00017198,nhr-36,Indirect,SET4,Not_Bound,NA
WBGene00017214,F07E5.9,Indirect,SET3,Not_Bound,NA
WBGene00017219,F07F6.7,Indirect,SET2,Larval,NA
WBGene00017226,fbxa-53,Indirect,SET6,Larval,NA
WBGene00017241,pcyt-1,Direct,SET2,L3_High,ClassD
WBGene00017241,pcyt-1,Direct,SET2,Increasing,ClassD
WBGene00017241,pcyt-1,Direct,SET2,L3_High,ClassD
WBGene00017246,F08D12.2,Indirect,SET2,Not_Bound,NA
WBGene00017247,F08D12.3,Indirect,SET2,Not_Bound,NA
WBGene00017257,F08F1.3,Direct,SET6,L3_High,ClassB
WBGene00017258,F08F1.4,Indirect,SET2,Not_Bound,NA
WBGene00017265,snpc-1.3,Indirect,SET1,Not_Bound,NA
WBGene00017282,algn-2,Indirect,SET3,Increasing,NA
WBGene00017291,F09E5.14,Direct,SET6,L3_High,ClassA
WBGene00017302,F09F7.5,Direct,SET2,Increasing,ClassC
WBGene00017302,F09F7.5,Direct,SET2,Increasing,ClassC
WBGene00017306,F09F9.1,Indirect,SET2,Increasing,NA
WBGene00017310,F09G2.1,Indirect,SET3,Larval,NA
WBGene00017310,F09G2.1,Indirect,SET3,Larval,NA
WBGene00017315,ugt-36,Indirect,SET6,Not_Bound,NA
WBGene00017322,clec-160,Indirect,SET6,Not_Bound,NA
WBGene00017327,F10C1.8,Indirect,SET3,Increasing,NA
WBGene00017332,ugt-37,Direct,SET6,L3_High,ClassA
WBGene00017332,ugt-37,Direct,SET6,Larval,ClassA
WBGene00017334,F10D2.8,Direct,SET2,Increasing,ClassD
WBGene00017335,F10D2.10,Indirect,SET2,Not_Bound,NA
WBGene00017336,ugt-41,Indirect,SET1,Increasing,NA
WBGene00017339,F10D7.2,Indirect,SET1,L3_High,NA
WBGene00017344,F10E7.2,Indirect,SET1,Not_Bound,NA
WBGene00017361,F10E9.12,Indirect,SET6,Increasing,NA
WBGene00017364,clec-7,Indirect,SET6,Not_Bound,NA
WBGene00017367,nhr-263,Indirect,SET6,Not_Bound,NA
WBGene00017369,F10G7.5,Direct,SET6,L3_High,ClassA
WBGene00017369,F10G7.5,Direct,SET6,Larval,ClassA
WBGene00017378,F11C7.6,Indirect,SET1,Not_Bound,NA
WBGene00017398,slc-17.6,Direct,SET3,Increasing,ClassB
WBGene00017398,slc-17.6,Direct,SET3,Increasing,ClassB
WBGene00017398,slc-17.6,Direct,SET3,Increasing,ClassB
WBGene00017398,slc-17.6,Direct,SET3,Increasing,ClassB
WBGene00017411,F13A2.2,Indirect,SET2,Not_Bound,NA
WBGene00017417,F13B6.2,Indirect,SET2,Not_Bound,NA
WBGene00017418,F13B6.3,Indirect,SET1,Not_Bound,NA
WBGene00017424,F13C5.3,Indirect,SET6,Increasing,NA
WBGene00017427,acp-5,Direct,SET4,Increasing,ClassB
WBGene00017434,F13H8.1,Direct,SET3,Increasing,ClassB
WBGene00017434,F13H8.1,Direct,SET3,Larval,ClassB
WBGene00017436,F13H8.3,Indirect,SET1,Not_Bound,NA
WBGene00017437,nmgp-1,Indirect,SET3,Larval,NA
WBGene00017443,F13H8.11,Direct,SET3,Larval,ClassB
WBGene00017448,F14B8.6,Direct,SET2,Increasing,ClassC
WBGene00017449,otpl-3,Direct,SET2,Larval,ClassC
WBGene00017449,otpl-3,Direct,SET2,Increasing,ClassC
WBGene00017450,bath-27,Indirect,SET2,Not_Bound,NA
WBGene00017451,lido-14,Indirect,SET2,Not_Bound,NA
WBGene00017452,bath-29,Indirect,SET2,Not_Bound,NA
WBGene00017454,irld-5,Indirect,SET6,Not_Bound,NA
WBGene00017456,F14D2.8,Indirect,SET2,Not_Bound,NA
WBGene00017461,bath-28,Indirect,SET2,Not_Bound,NA
WBGene00017462,F14D2.14,Indirect,SET2,Not_Bound,NA
WBGene00017466,F14F9.3,Indirect,SET2,Not_Bound,NA
WBGene00017467,F14F9.4,Indirect,SET2,Not_Bound,NA
WBGene00017470,F14H12.2,Indirect,SET6,Not_Bound,NA
WBGene00017471,F14H12.3,Indirect,SET2,Larval,NA
WBGene00017477,NA,Indirect,SET6,Not_Bound,NA
WBGene00017478,cest-26,Indirect,SET2,Not_Bound,NA
WBGene00017482,set-9,Indirect,SET2,Not_Bound,NA
WBGene00017484,F15E6.3,Indirect,SET5,Not_Bound,NA
WBGene00017498,pud-4,Direct,SET6,Increasing,ClassA
WBGene00017501,pud-3,Direct,SET5,Larval,ClassB
WBGene00017506,F16B4.4,Indirect,SET6,Not_Bound,NA
WBGene00017514,F16F9.3,Indirect,SET6,Not_Bound,NA
WBGene00017515,F16F9.4,Direct,SET6,Increasing,ClassA
WBGene00017517,F16G10.2,Indirect,SET3,Not_Bound,NA
WBGene00017518,F16G10.3,Indirect,SET3,Not_Bound,NA
WBGene00017521,F16G10.6,Indirect,SET3,Not_Bound,NA
WBGene00017522,F16G10.7,Direct,SET3,Increasing,ClassC
WBGene00017523,F16G10.8,Indirect,SET3,Not_Bound,NA
WBGene00017529,F16G10.15,Indirect,SET3,Not_Bound,NA
WBGene00017530,F16H11.1,Indirect,SET2,Increasing,NA
WBGene00017530,F16H11.1,Indirect,SET2,L3_High,NA
WBGene00017537,F17A9.5,Indirect,SET6,L3_High,NA
WBGene00017548,F18A1.7,Indirect,SET1,Not_Bound,NA
WBGene00017549,pid-1,Indirect,SET2,Not_Bound,NA
WBGene00017556,F18A12.7,Indirect,SET6,Not_Bound,NA
WBGene00017570,F18E9.4,Indirect,SET2,Not_Bound,NA
WBGene00017574,pxmp-4,Direct,SET6,Increasing,ClassA
WBGene00017578,drl-1,Indirect,SET6,L3_High,NA
WBGene00017578,drl-1,Indirect,SET6,L3_High,NA
WBGene00017592,F19C7.2,Direct,SET3,Increasing,ClassB
WBGene00017600,ttr-10,Indirect,SET6,Not_Bound,NA
WBGene00017612,F19G12.4,Direct,SET6,Increasing,ClassA
WBGene00017621,F20A1.10,Indirect,SET6,Not_Bound,NA
WBGene00017625,cgt-2,Direct,SET6,Larval,ClassB
WBGene00017625,cgt-2,Direct,SET6,Increasing,ClassB
WBGene00017625,cgt-2,Direct,SET6,Increasing,ClassB
WBGene00017641,csr-1,Indirect,SET2,L3_High,NA
WBGene00017651,F21A9.2,Direct,SET3,Increasing,ClassC
WBGene00017660,F21C10.11,Indirect,SET6,Not_Bound,NA
WBGene00017666,F21E9.2,Indirect,SET2,Not_Bound,NA
WBGene00017667,ttr-37,Direct,SET3,Larval,ClassB
WBGene00017667,ttr-37,Direct,SET3,Larval,ClassB
WBGene00017667,ttr-37,Direct,SET3,Larval,ClassB
WBGene00017667,ttr-37,Direct,SET3,Increasing,ClassB
WBGene00017673,icmt-1,Indirect,SET1,Not_Bound,NA
WBGene00017674,F21F3.4,Indirect,SET2,Not_Bound,NA
WBGene00017678,asp-12,Direct,SET3,Larval,ClassC
WBGene00017679,F21F8.5,Indirect,SET3,Not_Bound,NA
WBGene00017680,NA,Indirect,SET4,Not_Bound,NA
WBGene00017687,ets-4,Direct,SET3,Increasing,ClassB
WBGene00017687,ets-4,Direct,SET3,Increasing,ClassB
WBGene00017687,ets-4,Direct,SET3,Increasing,ClassB
WBGene00017687,ets-4,Direct,SET3,Larval,ClassB
WBGene00017691,ilys-5,Direct,SET6,Increasing,ClassA
WBGene00017691,ilys-5,Direct,SET6,Increasing,ClassA
WBGene00017691,ilys-5,Direct,SET6,Increasing,ClassA
WBGene00017691,ilys-5,Direct,SET6,Larval,ClassA
WBGene00017696,polk-1,Indirect,SET2,Not_Bound,NA
WBGene00017703,F22E5.1,Indirect,SET2,Not_Bound,NA
WBGene00017705,F22E5.6,Indirect,SET2,Not_Bound,NA
WBGene00017717,F22F4.4,Indirect,SET6,Not_Bound,NA
WBGene00017724,F22F7.7,Indirect,SET1,Increasing,NA
WBGene00017724,F22F7.7,Indirect,SET1,L3_High,NA
WBGene00017724,F22F7.7,Indirect,SET1,Increasing,NA
WBGene00017726,F22H10.2,Direct,SET2,L3_High,ClassD
WBGene00017726,F22H10.2,Direct,SET2,Increasing,ClassD
WBGene00017733,ubxn-1,Indirect,SET2,Not_Bound,NA
WBGene00017738,tipn-1,Indirect,SET2,Not_Bound,NA
WBGene00017741,F23C8.13,Indirect,SET6,Larval,NA
WBGene00017755,zip-8,Indirect,SET2,Not_Bound,NA
WBGene00017760,F23H11.4,Indirect,SET2,Increasing,NA
WBGene00017761,F23H11.6,Indirect,SET2,Not_Bound,NA
WBGene00017764,F25A2.1,Indirect,SET2,Larval,NA
WBGene00017765,gcst-1,Direct,SET6,L3_High,ClassA
WBGene00017771,F25B4.8,Direct,SET5,Increasing,ClassA
WBGene00017771,F25B4.8,Direct,SET5,Increasing,ClassA
WBGene00017771,F25B4.8,Direct,SET5,Increasing,ClassA
WBGene00017771,F25B4.8,Direct,SET5,Increasing,ClassA
WBGene00017774,nop-1,Indirect,SET2,Larval,NA
WBGene00017835,F26F12.4,Indirect,SET1,Not_Bound,NA
WBGene00017837,F26G1.1,Direct,SET2,Embryo_Specific,ClassC
WBGene00017839,F26G1.3,Indirect,SET2,Increasing,NA
WBGene00017865,F27D9.7,Indirect,SET2,Increasing,NA
WBGene00017867,slc-28.1,Indirect,SET6,Not_Bound,NA
WBGene00017879,acd-4,Indirect,SET1,Not_Bound,NA
WBGene00017881,asp-13,Direct,SET6,L3_High,ClassA
WBGene00017881,asp-13,Direct,SET6,Increasing,ClassA
WBGene00017881,asp-13,Direct,SET6,Increasing,ClassA
WBGene00017881,asp-13,Direct,SET6,Increasing,ClassA
WBGene00017892,F28B4.3,Direct,SET3,Increasing,ClassC
WBGene00017892,F28B4.3,Direct,SET3,Larval,ClassC
WBGene00017892,F28B4.3,Direct,SET3,Increasing,ClassC
WBGene00017892,F28B4.3,Direct,SET3,Increasing,ClassC
WBGene00017892,F28B4.3,Direct,SET3,Larval,ClassC
WBGene00017905,F28F5.6,Direct,SET4,Increasing,ClassB
WBGene00017905,F28F5.6,Direct,SET4,Larval,ClassB
WBGene00017907,F28F9.3,Indirect,SET6,L3_High,NA
WBGene00017936,zipt-2.2,Indirect,SET6,Not_Bound,NA
WBGene00017948,mth-1,Indirect,SET6,Larval,NA
WBGene00017957,F31F4.1,Direct,SET3,Increasing,ClassB
WBGene00017969,ctsa-3.1,Direct,SET3,Larval,ClassB
WBGene00017970,F32A5.4,Indirect,SET1,Not_Bound,NA
WBGene00017971,F32A5.8,Direct,SET2,Increasing,ClassC
WBGene00017985,neg-1,Indirect,SET2,Not_Bound,NA
WBGene00017986,F32D1.7,Indirect,SET2,Not_Bound,NA
WBGene00018010,F33E11.2,Indirect,SET2,Not_Bound,NA
WBGene00018024,F35A5.1,Direct,SET1,Increasing,ClassD
WBGene00018024,F35A5.1,Direct,SET1,Larval,ClassD
WBGene00018026,F35A5.4,Indirect,SET2,Not_Bound,NA
WBGene00018035,sek-4,Indirect,SET3,Increasing,NA
WBGene00018036,F35C8.5,Direct,SET6,Increasing,ClassB
WBGene00018036,F35C8.5,Direct,SET6,Larval,ClassB
WBGene00018051,che-10,Indirect,SET6,Not_Bound,NA
WBGene00018052,F35F10.1,Indirect,SET6,Not_Bound,NA
WBGene00018099,ztf-28,Indirect,SET2,Not_Bound,NA
WBGene00018100,math-26,Indirect,SET3,Increasing,NA
WBGene00018100,math-26,Indirect,SET3,Larval,NA
WBGene00018101,math-27,Indirect,SET3,Not_Bound,NA
WBGene00018102,math-28,Indirect,SET2,Increasing,NA
WBGene00018103,F36H5.4,Indirect,SET6,Not_Bound,NA
WBGene00018104,fbxb-53,Indirect,SET6,Not_Bound,NA
WBGene00018111,F36H9.2,Indirect,SET6,Not_Bound,NA
WBGene00018115,F36H9.7,Indirect,SET6,Increasing,NA
WBGene00018118,F36H12.2,Indirect,SET2,Not_Bound,NA
WBGene00018130,F36H12.17,Indirect,SET1,Embryo_Specific,NA
WBGene00018138,folt-2,Direct,SET3,Increasing,ClassB
WBGene00018138,folt-2,Direct,SET3,Larval,ClassB
WBGene00018138,folt-2,Direct,SET3,Increasing,ClassB
WBGene00018145,F37C4.5,Indirect,SET2,Increasing,NA
WBGene00018146,F37C4.6,Direct,SET6,Increasing,ClassA
WBGene00018146,F37C4.6,Direct,SET6,Increasing,ClassA
WBGene00018148,F37C4.8,Indirect,SET6,Not_Bound,NA
WBGene00018152,acs-4,Direct,SET2,Increasing,ClassC
WBGene00018152,acs-4,Direct,SET2,L3_High,ClassC
WBGene00018153,F37C12.10,Indirect,SET6,Not_Bound,NA
WBGene00018168,irld-7,Indirect,SET1,Not_Bound,NA
WBGene00018174,F38B6.4,Indirect,SET3,Increasing,NA
WBGene00018175,F38B6.6,Indirect,SET6,Not_Bound,NA
WBGene00018195,btb-16,Direct,SET6,Larval,ClassA
WBGene00018200,btb-17,Direct,SET6,Increasing,ClassA
WBGene00018207,F39G3.2,Direct,SET2,L3_High,ClassC
WBGene00018213,F39H12.2,Indirect,SET6,L3_High,NA
WBGene00018223,bath-13,Indirect,SET2,Not_Bound,NA
WBGene00018226,F40B5.2,Direct,SET2,L3_High,ClassC
WBGene00018232,F40E3.5,Indirect,SET6,Increasing,NA
WBGene00018233,F40E3.6,Indirect,SET6,Not_Bound,NA
WBGene00018241,F40G9.5,Direct,SET4,Increasing,ClassB
WBGene00018241,F40G9.5,Direct,SET4,L3_High,ClassB
WBGene00018250,F40H3.2,Indirect,SET6,Not_Bound,NA
WBGene00018255,F40H6.5,Indirect,SET6,Not_Bound,NA
WBGene00018274,F41C3.8,Direct,SET1,Larval,ClassD
WBGene00018274,F41C3.8,Direct,SET1,Larval,ClassD
WBGene00018280,F41C6.7,Direct,SET3,Increasing,ClassC
WBGene00018280,F41C6.7,Direct,SET3,Increasing,ClassC
WBGene00018283,sulp-3,Direct,SET2,L3_High,ClassD
WBGene00018295,oac-29,Indirect,SET6,Not_Bound,NA
WBGene00018298,nlp-50,Indirect,SET6,Not_Bound,NA
WBGene00018303,F41G3.10,Indirect,SET2,Not_Bound,NA
WBGene00018310,F41G4.7,Indirect,SET2,Not_Bound,NA
WBGene00018314,F41H10.1,Direct,SET1,Increasing,ClassD
WBGene00018318,F41H10.5,Indirect,SET2,Not_Bound,NA
WBGene00018342,F42A10.6,Indirect,SET6,Larval,NA
WBGene00018343,F42A10.7,Direct,SET4,Increasing,ClassB
WBGene00018343,F42A10.7,Direct,SET4,Larval,ClassB
